region_code,sgg_name,sido,name,year,net_rate,in_rate,out_rate,net,gross_in,gross_out,gross,in_strength,out_strength,net_strength,in_deg_cent,out_deg_cent,deg_cent,betweenness,closeness,pagerank,population,ln_pop,pop_density,youth_pop,elderly_pop,youth_ratio,aging_ratio,aging_index,median_age,extinction_risk,hh_count,hh_size,nat_increase,dep_total,working_age_ratio,crude_marriage,fertility,aged_ratio_70p,fiscal_indep,employ_rate,unemp_rate,biz_count,worker_count,grdp_pc,manuf_share,car_per_capita,apt_price,housing_per1k,doctor_per1000,hospital_bed,univ_count,academy_pk,culture_facility_count,childcare_pk,senior_fac_pk,univ_student,area_km2,road_pavement_rate,water_supply,sewer_supply,house_age,seoul_dist_km,total_strength,net_rate_lag1,in_rate_lag1,out_rate_lag1,pagerank_lag1,betweenness_lag1,closeness_lag1,in_deg_cent_lag1,out_deg_cent_lag1,deg_cent_lag1,fiscal_indep_lag1,employ_rate_lag1,aging_ratio_lag1,youth_ratio_lag1,pop_density_lag1,doctor_per1000_lag1,d_net_rate,d_pagerank,d_betweenness,d_fiscal_indep,d_employ_rate,d_aging_ratio,d_youth_ratio,d_pop_density,ma3_net_rate,ma3_pagerank,ma3_fiscal_indep,covid_dummy,metro_dummy,major_city_dummy,city_size,large_city_dummy,small_city_dummy,pre_covid,post_covid,pagerank_x_covid,pagerank_x_metro,pagerank_lag1_x_covid,aging_x_fiscal,ln_pop_density,ln_population,ln_doctor,ln_area,ln_biz_count,ln_worker_count
11110,종로구,서울특별시,서울특별시 종로구,2017,14.253408283259027,151.8899011436325,137.6364928603735,2206,23508,21302,44810,23508.0,21302.0,2206.0,0.986842105263158,0.986842105263158,1.973684210526316,0.000734214390602,252.4461197316284,0.0045686824449104,154770.0,11.9497,6472.269147370018,34569.0,25804.0,22.335579662856738,16.672374023557385,172.4,42.1,1.339676019221826,73594.0,2.103,-0.9,31.2,76.22,4.7,0.646,11.93,50.77,,,40490.0,268702.0,187.729,9.97,0.3,97.3684484825,,18.4,21.8,3.0,1.9,64.0,14.5,1.9,53876.0,23.912788,100.0,,100.0,26.1,3.1,44810.0,-18.21431611200953,127.40200475326868,145.61632086527823,0.003868845997688,0.000154571450653,232.0872534039656,0.9956140350877192,0.9824561403508772,1.9780701754385963,50.36,,16.191124671005248,22.23022430567377,6387.226527170424,18.4,32.46772439526856,0.0006998364472224003,0.000579642939949,0.4100000000000037,,0.48124935255213686,0.10535535718296885,85.04262019959424,-6.737996250729584,0.004100448045139034,50.36333333333334,0,1,0,medium,0,0,1,0,0.0,0.0045686824449104,0.0,846.4564291760084,8.775436537685723,11.949701884086423,2.9652730660692823,3.215381245933707,10.608835006177392,12.501361959409138
11110,종로구,서울특별시,서울특별시 종로구,2018,-10.52494038480384,126.61287688237024,137.13781726717409,-1611,19380,20991,40371,19380.0,20991.0,-1611.0,0.9956140350877192,0.986842105263158,1.9824561403508767,0.0002125357446479,241.52870356500472,0.0039435191610941,153065.0,11.9386,6400.82662557871,34113.0,26341.0,22.28646466230253,17.208916415141182,182.2,42.0,1.2950533389013326,73735.0,2.076,-1.7,30.9,76.39,4.6,0.606,12.36,47.37,,,39952.0,265017.0,200.98,10.66,0.3,108.7018992,,18.6,22.5,3.0,1.8,63.0,16.5,2.0,52523.0,23.913317600000003,100.0,,100.0,27.0,3.1,40371.0,14.253408283259027,151.8899011436325,137.6364928603735,0.0045686824449104,0.000734214390602,252.4461197316284,0.986842105263158,0.986842105263158,1.973684210526316,50.77,,16.672374023557385,22.335579662856738,6472.269147370018,18.4,-24.77834866806287,-0.0006251632838163001,-0.0005216786459541,-3.4000000000000057,,0.5365423915837972,-0.049115000554206034,-71.44252179130763,-4.828616071184781,0.004127015867897501,49.5,0,1,0,medium,0,0,1,0,0.0,0.0039435191610941,0.0,815.1863705852378,8.76433863887268,11.938624479909203,2.975529566236472,3.215402503866417,10.595459042242352,12.487553027189895
11110,종로구,서울특별시,서울특별시 종로구,2019,-11.06484235574063,124.44973230220108,135.5145746579417,-1674,18828,20502,39330,18828.0,20502.0,-1674.0,0.9824561403508772,0.986842105263158,1.9692982456140349,7.728572532653218e-05,231.94570130568945,0.0040282262827711,151290.0,11.927,6326.610045520983,33744.0,27065.0,22.30403659173381,17.88936552736118,194.2,42.7,1.2467762793275448,73947.0,2.046,-1.2,31.7,75.93,4.0,0.648,12.87,47.41,,,39679.0,260446.0,211.204,11.17,0.3,118.5042307,,19.2,22.2,3.0,1.7,64.0,17.4,2.0,52345.0,23.9132804,100.0,,100.0,26.9,3.1,39330.0,-10.52494038480384,126.61287688237024,137.13781726717409,0.0039435191610941,0.0002125357446479,241.52870356500472,0.9956140350877192,0.986842105263158,1.9824561403508767,47.37,,17.208916415141182,22.28646466230253,6400.82662557871,18.6,-0.5399019709367909,8.470712167699991e-05,-0.0001352500193213678,0.03999999999999915,,0.6804491122199963,0.017571929431277056,-74.2165800577277,-2.445458152428481,0.004180142629591867,48.51666666666667,0,1,0,medium,0,0,1,0,0.0,0.0040282262827711,0.0,848.1348196521934,8.752677883895227,11.926960413539232,3.005682604407159,3.2154010106880144,10.58860256139881,12.47015466458137
11110,종로구,서울특별시,서울특별시 종로구,2020,-10.857923204627,135.73742837251646,146.59535157714345,-1622,20277,21899,42176,20277.0,21899.0,-1622.0,0.9956140350877192,0.9912280701754386,1.9868421052631573,5.7964293994899134e-05,243.9705007724328,0.0039528383619483,149384.0,11.9143,6246.934664864128,33500.0,28035.0,22.425276968905848,18.76694447233658,210.1,43.6,1.1949349028000713,75003.0,1.992,-2.3,32.9,75.24,3.9,0.522,13.29,46.96,,,50531.0,,208.014,11.34,0.3,131.92910462499998,,20.2,22.4,3.0,1.6,66.0,18.9,1.9,52497.0,23.9131683,100.0,,100.0,27.5,3.1,42176.0,-11.06484235574063,124.44973230220108,135.5145746579417,0.0040282262827711,7.728572532653218e-05,231.94570130568945,0.9824561403508772,0.986842105263158,1.9692982456140349,47.41,,17.88936552736118,22.30403659173381,6326.610045520983,19.2,0.20691915111363102,-7.53879208228005e-05,-1.932143133163305e-05,-0.44999999999999574,,0.8775789449754008,0.12124037717203962,-79.67538065685494,-10.815901981723824,0.0039748612686045,47.24666666666666,1,1,0,medium,0,0,0,0,0.0039528383619483,0.0039528383619483,0.0040282262827711,881.2957124209257,8.740006234496878,11.91428214503385,3.054001181677967,3.2153965110697222,10.830362077949928,
11110,종로구,서울특별시,서울특별시 종로구,2021,-15.37153639335651,131.19025732117802,146.56179371453453,-2224,18981,21205,40186,18981.0,21205.0,-2224.0,0.9824561403508772,0.9780701754385964,1.9605263157894737,5.7964293994899134e-05,227.7325123411653,0.0038075014409343,144683.0,11.8823,6050.407269735602,33104.0,27577.0,22.88020790135744,19.06015869066379,226.5,43.9,1.2004206403887296,73494.0,1.969,-3.2,33.4,74.96,3.3,0.531,12.97,47.17,54.45,4.3,48361.0,,229.16,11.42,0.3,151.06758845,,21.1,25.3,3.0,1.5,68.0,21.3,1.9,51698.0,23.9129357,100.0,,100.0,28.1,3.1,40186.0,-10.857923204627,135.73742837251646,146.59535157714345,0.0039528383619483,5.7964293994899134e-05,243.9705007724328,0.9956140350877192,0.9912280701754386,1.9868421052631573,46.96,,18.76694447233658,22.425276968905848,6246.934664864128,20.2,-4.5136131887295114,-0.0001453369210139997,0.0,0.21000000000000085,,0.2932142183272113,0.45493093245159244,-196.5273951285253,-12.431433984574715,0.003929522028551234,47.18,1,1,0,medium,0,0,0,0,0.0038075014409343,0.0038075014409343,0.0039528383619483,899.0676854386111,8.708046130544043,11.882307332905311,3.095577608523707,3.2153871745982214,10.786469660366542,
11110,종로구,서울특별시,서울특별시 종로구,2022,-10.135875908020289,118.05147864958728,128.18735455760756,-1433,16690,18123,34813,16690.0,18123.0,-1433.0,0.9824561403508772,0.9780701754385964,1.9605263157894737,0.0,204.6695822693945,0.0039508497992201,141379.0,11.8592,5912.183498512453,32837.0,27675.0,23.226057433866178,19.574904512660915,249.1,43.9,1.1865221318879855,72524.0,1.949,-3.9,33.7,74.79,3.5,0.477,13.3,47.51,54.9,3.25,47595.0,,242.601,11.67,0.4,154.853649275,,21.6,26.3,3.0,1.8,68.0,22.6,1.9,50912.0,23.9131617,100.0,,100.0,29.6,3.1,34813.0,-15.37153639335651,131.19025732117802,146.56179371453453,0.0038075014409343,5.7964293994899134e-05,227.7325123411653,0.9824561403508772,0.9780701754385964,1.9605263157894737,47.17,54.45,19.06015869066379,22.88020790135744,6050.407269735602,21.1,5.235660485336222,0.00014334835828580007,-5.7964293994899134e-05,0.3399999999999963,0.44999999999999574,0.5147458219971242,0.34584953250873696,-138.22377122314901,-12.121778502001268,0.003903729867367567,47.21333333333333,1,1,0,medium,0,0,0,0,0.0039508497992201,0.0039508497992201,0.0038075014409343,930.00371339652,8.684939628404164,11.859206579724946,3.1179499062782403,3.215396246149549,10.770504003075045,
11110,종로구,서울특별시,서울특별시 종로구,2023,-10.4936987598356,113.40797750632991,123.90167626616554,-1463,15811,17274,33085,15811.0,17274.0,-1463.0,0.9824561403508772,0.9780701754385964,1.9605263157894737,3.864286266326609e-05,193.00764986517385,0.0037546614601031,139417.0,11.8452,5830.121734992575,32378.0,28465.0,23.223687041845388,20.417019323186388,280.0,44.3,1.137467064816441,72067.0,1.935,-4.0,34.0,74.63,3.2,0.406,13.73,46.74,53.7,3.4,46977.0,,,10.84,0.4,144.64605545,,22.4,26.8,3.0,1.8,71.0,22.8,1.9,50403.0,23.9132228,100.0,,100.0,34.0,3.1,33085.0,-10.135875908020289,118.05147864958728,128.18735455760756,0.0039508497992201,0.0,204.6695822693945,0.9824561403508772,0.9780701754385964,1.9605263157894737,47.51,54.9,19.574904512660915,23.226057433866178,5912.183498512453,21.6,-0.35782285181531215,-0.00019618833911700002,3.864286266326609e-05,-0.769999999999996,-1.1999999999999957,0.842114810525473,-0.0023703920207900353,-82.0617635198787,-12.000370353737466,0.0038376709000858336,47.13999999999999,0,1,0,medium,0,0,0,1,0.0,0.0037546614601031,0.0,954.2914831657318,8.670964668210983,11.84523189379333,3.152736022363656,3.215398698665444,10.757434685999781,
11110,종로구,서울특별시,서울특별시 종로구,2024,-4.720390932222993,118.6531343974092,123.3735253296322,-653,16414,17067,33481,16414.0,17067.0,-653.0,0.9780701754385964,0.9736842105263156,1.951754385964912,0.0,194.54308472765948,0.0037568859051923,138336.0,11.8374,5784.915071194149,32289.0,29533.0,23.340827110606707,21.34859076024491,305.9,44.8,1.0933193376900416,72166.0,1.917,-3.6,35.2,73.96,3.7,0.448,14.35,42.04,53.65,4.4,46830.0,,,12.86,0.4,151.685901075,425.21,17.1,25.7,3.0,1.6,71.0,23.7,1.9,50068.0,23.9132292,100.0,,100.0,35.4,3.1,33481.0,-10.4936987598356,113.40797750632991,123.90167626616554,0.0037546614601031,3.864286266326609e-05,193.00764986517385,0.9824561403508772,0.9780701754385964,1.9605263157894737,46.74,53.7,20.417019323186388,23.223687041845388,5830.121734992575,22.4,5.773307827612608,2.2244450892001943e-06,-3.864286266326609e-05,-4.700000000000003,-0.05000000000000426,0.9315714370585226,0.11714006876131933,-45.206663798425325,-8.449988533359628,0.0038207990548385002,45.43000000000001,0,1,0,medium,0,0,0,1,0.0,0.0037568859051923,0.0,897.494755560696,8.663181807100345,11.837448016217543,2.89591193827178,3.215398955557105,10.754300655782611,
11140,중구,서울특별시,서울특별시 중구,2017,2.625110373958905,139.73542069382464,137.11031031986573,330,17566,17236,34802,17566.0,17236.0,330.0,0.9956140350877192,0.9824561403508772,1.9780701754385963,0.0,245.5940923428922,0.0035880398361967,125709.0,11.7417,2909.170612176324,28086.0,20982.0,22.341898019250657,16.69079627714581,174.1,42.6,1.338575922219045,60412.0,2.081,1.0,31.0,76.34,6.5,0.824,11.6,58.4,,,62936.0,386648.0,,,0.5166666666666667,96.0043199225,,10.5,12.5,2.0,1.0,11.666666666666666,13.4,1.7,27992.0,43.21128485,100.0,,100.0,17.3,1.4,34802.0,-8.463141422286805,133.74158675917573,142.2047281814625,0.0033598375045178,0.0,234.83003541320969,0.9956140350877192,0.9736842105263156,1.9692982456140349,57.11,,16.1500998003992,22.41676646706587,2899.4880025844795,10.5,11.08825179624571,0.0002282023316788999,0.0,1.2899999999999991,,0.5406964767466107,-0.07486844781521285,9.682609591844539,-9.560028414177694,0.0033543768829115664,58.04666666666666,0,1,0,medium,0,0,1,0,0.0,0.0035880398361967,0.0,974.7425025853154,7.975966988060747,11.741732945908877,2.4423470353692043,3.788980069845162,11.049889505040086,12.865272583715461
11140,중구,서울특별시,서울특별시 중구,2018,-0.8112944919467091,137.97574070391727,138.787035195864,-102,17347,17449,34796,17347.0,17449.0,-102.0,0.9824561403508772,0.9912280701754386,1.973684210526316,0.0,248.7352429419552,0.0035589347513258,125725.0,11.7419,2909.07424383988,28359.0,21571.0,22.556193627412,17.157151265450267,181.6,42.5,1.3146817486440128,61502.0,2.044,0.2,30.9,76.39,6.4,0.737,12.03,53.39,,,60957.0,390530.0,,,0.5499999999999999,115.486494325,,10.4,11.7,2.0,0.9,11.166666666666666,14.7,1.7,28216.0,43.21821633333334,100.0,,100.0,17.5,1.4,34796.0,2.625110373958905,139.73542069382464,137.11031031986573,0.0035880398361967,0.0,245.5940923428922,0.9956140350877192,0.9824561403508772,1.9780701754385963,58.4,,16.69079627714581,22.341898019250657,2909.170612176324,10.5,-3.4364048659056143,-2.9105084870899994e-05,0.0,-5.009999999999998,,0.466354988304456,0.2142956081613434,-0.09636833644390208,-2.216441846758204,0.0035022706973467667,56.300000000000004,0,1,0,medium,0,0,1,0,0.0,0.0035589347513258,0.0,916.0203060623897,7.975933873187116,11.741860214876102,2.4336133554004498,3.789136838417975,11.01794038142337,12.875262630514353
