,region_code,RAI,RAI_Econ,RAI_Demo,RAI_Infra,RAI_Serv,net_rate,sgg_name,sido
1,41590,0.6668545359008352,0.8388067767107605,0.6931806391275319,0.6405114059956426,0.627655552680448,45.255203028051405,화성시,경기도
2,41460,0.6200534873498363,0.6551142002574788,0.6618809305300054,0.6204170187957814,0.593012466974225,10.234166283017935,용인시,경기도
3,36110,0.6045536876281519,0.5294601422998118,0.6299527376980629,0.5472019887727603,0.6480742018747127,50.75163394774427,세종시,세종특별자치시
4,41220,0.6027079851421527,0.5267032848727693,0.6703887736248476,0.6307140432633739,0.5762172615234102,28.112853848563997,평택시,경기도
5,28710,0.597048710993069,0.15869896216843432,0.5570659296784211,0.813849518966323,0.5938576591648165,11.524478698833493,강화군,인천광역시
6,41570,0.5930482086287283,0.4643943678573522,0.6143791400486254,0.6360288898497504,0.590652228027859,32.637751433597884,김포시,경기도
7,41610,0.5925681672569008,0.46824755738129364,0.6276052172077468,0.6266406784167566,0.5886693829484575,21.97160055754702,광주시,경기도
8,41280,0.5924580148027446,0.5880340305151049,0.6541028671747898,0.6124704101965559,0.555074372015744,3.5860653345243105,고양시,경기도
9,41450,0.5921586455984734,0.4632419942547143,0.6011918323275445,0.6234609220421607,0.6022166707291888,50.573215443605015,하남시,경기도
10,41390,0.5871052917905869,0.5484903407333335,0.6479249909193143,0.6187173777434918,0.551744376654868,27.83687528297972,시흥시,경기도
11,43750,0.5824413545884324,0.32117070579167833,0.5599981761057979,0.624753523984263,0.633120077782317,26.839897736951453,진천군,충청북도
12,41130,0.5807109011479361,0.7377981368374262,0.628764574334148,0.5785162870280383,0.5212886702734983,-8.637580905713257,성남시,경기도
13,52720,0.5746551375715726,0.162745185124558,0.519272356908604,0.5411053103224267,0.7244173654250975,0.29237483241828044,진안군,전북특별자치도
14,41480,0.5730321369826136,0.4139279698932637,0.6446581115677451,0.6172496478416509,0.5562515112102511,20.972152192171365,파주시,경기도
15,44270,0.5713768723750623,0.3446748490746316,0.58104714169155,0.6899862895154949,0.5528232017764186,5.075824036718296,당진시,충청남도
16,41110,0.5709649493453215,0.6856593889507979,0.6351659727905057,0.5850568818005878,0.5055672325764361,-1.9567987987033466,수원시,경기도
17,41500,0.5695904605302853,0.47297212448953385,0.6330324377295966,0.6067680430409392,0.5445812444263958,7.057942513967158,이천시,경기도
18,44130,0.566937929942033,0.5327194599730083,0.6989350925731329,0.5502927061850285,0.529637313773296,6.214492757415803,천안시,충청남도
19,41360,0.5639102870362495,0.40139793320782957,0.6328285729539403,0.6218367604747268,0.5407702940076342,12.483627904302272,남양주시,경기도
20,28185,0.5630856775703087,0.3492483161789771,0.5898325462435337,0.6055406657301045,0.5805475087284444,21.677603537293216,연수구,인천광역시
21,43110,0.5617006311404228,0.520541273397833,0.6891257002925655,0.5520604605376307,0.523842812202972,2.080454045882927,청주시,충청북도
22,41830,0.5610332133023692,0.17379788514979874,0.5644003262636401,0.6611560364343898,0.5976438732317335,21.461208092463554,양평군,경기도
23,27710,0.5610329978727361,0.3158696105773974,0.6146352194254328,0.4850711863760874,0.6475317640384334,16.288577298797097,달성군,대구광역시
24,11650,0.5567189298410801,0.6364447235020184,0.5585856617379205,0.559766156660048,0.5336139730905752,-12.253195402649569,서초구,서울특별시
25,44200,0.5567167723832963,0.4221770860823757,0.6272952049421894,0.6113017521717063,0.527740251525998,18.171434334819253,아산시,충청남도
26,30200,0.5538894057412527,0.34664581164502467,0.6825112606262049,0.539197950564963,0.5612027911041646,5.371092699639938,유성구,대전광역시
27,41270,0.5515494777506066,0.5400592441430786,0.6705701325519111,0.5796432168486176,0.4865789901621495,-14.107621194041474,안산시,경기도
28,11500,0.5509243276025739,0.3433695176605079,0.6555091258504055,0.6060257453945705,0.5258617964703253,-9.10258688617456,강서구,서울특별시
29,28110,0.550539715089895,0.6497964700336661,0.5855079750376501,0.5420558493592784,0.5153727241811829,45.10301741306497,중구,인천광역시
30,44210,0.5479316411612352,0.30880576737870447,0.5915916498372045,0.6445170367423422,0.531551684313492,3.5199552924820727,서산시,충청남도
31,52740,0.5453566778053979,0.2075227698438806,0.5110051418269196,0.5394592908648652,0.6502405346837379,-6.921652678760692,장수군,전북특별자치도
32,43770,0.5433473325803942,0.30465365807927,0.558489041921157,0.6814534996058069,0.5136082676260935,-3.1773797297564492,음성군,충청북도
33,11140,0.5396483514588053,0.6497964700336661,0.617695561315264,0.5361850657841687,0.4802556586383823,-1.671879962115059,중구,서울특별시
34,11440,0.539217472459736,0.4219689462582411,0.5373003339229674,0.6208240696465452,0.5201732947653688,-5.8180090759476,마포구,서울특별시
35,46870,0.5387515370707854,0.17565319544463842,0.551391873987588,0.5372482131199624,0.6273970812287168,-2.80268308787685,영광군,전라남도
36,44810,0.5380318509827196,0.18501548210553065,0.5645535243655724,0.7007423436161706,0.5177060305332731,5.839379154998971,예산군,충청남도
37,47840,0.5358790071108573,0.18544007013670283,0.5385623130642561,0.6288825809018804,0.5677007192788063,-1.367191120094324,성주군,경상북도
38,52750,0.5353829843558031,0.15000491763001333,0.5351343446176854,0.5748681359903428,0.6101578648875182,-10.29705657747205,임실군,전북특별자치도
39,41630,0.5351337950959396,0.27759761998529725,0.600276145673044,0.6178897570255105,0.5227799774919786,42.1759743796438,양주시,경기도
40,27720,0.534860298021947,0.14765010598057948,0.5337896800396724,0.6477943237123039,0.5655177889815511,4.760104461880242,,대구광역시
41,27720,0.534860298021947,0.14765010598057948,0.5337896800396724,0.6477943237123039,0.5655177889815511,4.760104461880242,군위군,대구광역시
42,41370,0.5340170255690533,0.3324248555966181,0.6005616381998351,0.5892694453328013,0.5235464449549241,15.285327068978347,오산시,경기도
43,26440,0.5329368991410803,0.3433695176605079,0.5663194115931292,0.4068917940757402,0.6444385774981649,27.641064759654082,강서구,부산광역시
44,11200,0.5327672472622051,0.37925403129525725,0.4854439524716716,0.6075768793815542,0.54653425982194,-11.956985773595108,성동구,서울특별시
45,51830,0.5320137328568386,0.17372029641155234,0.5153792850354756,0.6040380636923853,0.5869187718831582,9.780734808051966,양양군,강원특별자치도
46,41430,0.5316019675259497,0.3127803639011999,0.5954773469431971,0.6061762125828508,0.5148658968721616,-2.8685613288257126,의왕시,경기도
47,44825,0.5312861169537838,0.23344422337948723,0.549283828665903,0.6967015323810699,0.49878943207974563,0.6808856814031347,태안군,충청남도
48,46880,0.5307922842251099,0.1518585644349183,0.5440528581100023,0.5600409694781419,0.6044195882110828,-3.4621599490516544,장성군,전라남도
49,52770,0.5305429816027298,0.14158944465234086,0.5213055687144674,0.5677834109123223,0.6114393023298076,-3.5851361429518533,순창군,전북특별자치도
50,51810,0.5270978540452448,0.17592116255955295,0.5588338010017907,0.6254167263051705,0.5434739942954598,-3.2138667280827806,인제군,강원특별자치도
51,52730,0.5266856008763197,0.18274300989680545,0.5124849741570525,0.5778475025269464,0.5896372287096091,1.7254407950743396,무주군,전북특별자치도
52,41670,0.5260945225751962,0.24925437960497976,0.5728076718924862,0.6226253565083768,0.518118131226229,8.045197660026027,여주시,경기도
53,44800,0.5259856377334656,0.1884382179260433,0.5626260271290486,0.6247796791139372,0.5364855945734534,3.9460283031714005,홍성군,충청남도
54,11680,0.5250285393886884,0.7478163904980735,0.5239923698916185,0.4952736894052223,0.48654286784812656,-2.4841002271805976,강남구,서울특별시
55,11710,0.52322271044042,0.5215857317061121,0.4772979417764696,0.5760819868633827,0.5108760352269106,-2.8850146031721566,송파구,서울특별시
56,41550,0.5231272164754268,0.3430058243392709,0.6021494062986921,0.6526654026381956,0.4563828907774698,9.41200405514122,안성시,경기도
57,51130,0.5230142360782878,0.2852327360064713,0.6353903856454723,0.5670370814880457,0.5091603596718159,9.453341132573206,원주시,강원특별자치도
58,43760,0.522883171516938,0.12891656922880224,0.5351631971755041,0.7201751449050923,0.4979710383245559,3.293441991641285,괴산군,충청북도
59,51800,0.5222204547798661,0.14645723637510302,0.5477057669871541,0.589113297795619,0.5667928255025355,-17.057465335791843,양구군,강원특별자치도
60,51760,0.5216864736183872,0.19434639485789257,0.5213640247962255,0.6131121278719636,0.5498312009915488,-0.32264319877865544,평창군,강원특별자치도
61,31710,0.5205085947065564,0.3523291616205718,0.5995568248664934,0.4114348846840844,0.5966785301838567,0.10237693099576109,울주군,울산광역시
62,43745,0.5202687035082338,0.16157085986992406,0.541477643921815,0.5684769639892846,0.5737190973292898,0.3597305738368357,증평군,충청북도
63,47190,0.5182221940915073,0.4212693481950151,0.6774070048659434,0.4885919358006451,0.493365904890053,-6.4851692887225605,구미시,경상북도
64,51790,0.5178662027756096,0.1565838367449626,0.5733479563953485,0.6807417524817048,0.48721583762239906,-15.084406529505232,화천군,강원특별자치도
65,51780,0.5178532100593686,0.12845678551160042,0.5653359844310686,0.627490924844439,0.5303937754027572,-17.63429104400915,철원군,강원특별자치도
66,47940,0.5174317647202932,0.2818268008234913,0.46940867098666617,0.7252522278622399,0.47116991756817317,-5.7713039027086035,울릉군,경상북도
67,47730,0.5160776088179182,0.1847920564102782,0.5643088575553905,0.6396722775239597,0.5048579913684832,2.78325092179814,의성군,경상북도
68,41170,0.5155102624892096,0.487412518965966,0.5743100384071806,0.5983894186793315,0.4469469608190814,-10.43128094305868,안양시,경기도
69,43130,0.5148431033794963,0.23836595002341143,0.6030344511026633,0.5644638584506716,0.5177954535109414,3.3610015657181624,충주시,충청북도
70,41190,0.5145040631297255,0.5061252141552144,0.5244604095331875,0.5886618890072898,0.4670378572808971,-12.875438609964341,부천시,경기도
71,47900,0.5143621533904497,0.15420284003235044,0.5398836261346868,0.6329177981077558,0.5233092433931054,28.30795366659071,예천군,경상북도
72,28200,0.5131970050578493,0.34422321711151405,0.564569144028845,0.5823567807076332,0.49231969796995123,-10.924955155955423,남동구,인천광역시
73,41650,0.5121543742644911,0.2938492607845219,0.594109848677365,0.633824620160669,0.45876547474082185,-6.19861404293157,포천시,경기도
74,11170,0.5118092357314233,0.41425355123632684,0.5534878392955851,0.6131788622126682,0.4570422899624746,-11.917073005690884,용산구,서울특별시
75,47290,0.5107340237654101,0.24913680415837383,0.6328961548193428,0.45944734946713683,0.5571288815917781,4.891869118366041,경산시,경상북도
76,48860,0.5106131683881933,0.18357675679663563,0.5341093217419357,0.5738177006421898,0.5457943870629081,3.2062864102171917,산청군,경상남도
77,11380,0.5100889994588573,0.24132629782105663,0.49149533615525454,0.6135798101374103,0.5236178834075005,-6.029825796907236,은평구,서울특별시
78,43720,0.5095196624734171,0.14642524741325672,0.5270381868260198,0.5842293836812231,0.5494562883081993,-1.3243099950796795,보은군,충청북도
79,51110,0.5089541543089613,0.2500873341309491,0.6352854915812172,0.5599606494663392,0.49028672699761006,4.398602677513547,춘천시,강원특별자치도
80,41310,0.5088138841798767,0.3038148181131522,0.5616465387257108,0.5869389098353937,0.49106731087675487,-4.4762584061123745,구리시,경기도
81,11620,0.5086377233135881,0.2611616514259168,0.6096905722197554,0.6197223595857106,0.4610663128706011,-5.889946575659843,관악구,서울특별시
82,48870,0.5083116632255824,0.14451977451876166,0.5327549430435338,0.5454962625957175,0.5684343537220727,-0.6218915101850581,함양군,경상남도
83,11560,0.5080179426736807,0.5207307659514173,0.5368546235731659,0.5727464169301064,0.4528649081950896,0.0828179020578006,영등포구,서울특별시
84,41820,0.5078739523815512,0.1822764587005845,0.5539467907229985,0.6433597401771413,0.4888403997332828,7.560015047992623,가평군,경기도
85,11290,0.5065721672576683,0.24250822678343867,0.47836017161651395,0.6097187624000355,0.5232061982712326,-6.495941834624272,성북구,서울특별시
86,51730,0.5054410476035314,0.1601730476637319,0.531014930381591,0.6892746847146011,0.47060860924487297,9.285425367575606,횡성군,강원특별자치도
87,46820,0.5051314011639574,0.19655404986574038,0.5555632208734801,0.516720019868815,0.5556781999457552,-12.258242769026197,해남군,전라남도
88,46710,0.5045439634657637,0.15728961916678758,0.5539535121245812,0.4768328910202738,0.5894892167201553,1.4255144302491374,담양군,전라남도
89,41150,0.5043124500658748,0.2843206310400038,0.5986769520125104,0.5935567510638702,0.4659060172414164,7.829883008291965,의정부시,경기도
90,11740,0.5041985253267979,0.3381275115477714,0.45855300382036457,0.5748859356013101,0.5229928376989045,8.081838900147803,강동구,서울특별시
91,11590,0.5034507935169793,0.2972234519212109,0.44086906921454927,0.6029291561674335,0.5221464372186725,-7.974545026064655,동작구,서울특별시
92,44790,0.5012216563433772,0.21658476747000907,0.5429673901462773,0.7040604736780666,0.43232041478320526,0.8520258117019214,청양군,충청남도
93,43150,0.5008288923651434,0.1759405983591644,0.5825137999714901,0.5466070025789711,0.521320016632347,-2.64935150849658,제천시,충청북도
94,27110,0.5006441862170589,0.6497964700336661,0.602250462921796,0.3697488335912979,0.4991735467575533,26.085989495427107,중구,대구광역시
95,11410,0.5004779370410981,0.2608691976563409,0.48200864683200517,0.5671192128199224,0.529022857888468,-2.3866943891490546,서대문구,서울특별시
96,47250,0.5001927450765706,0.14629832805110937,0.5686945075800013,0.5964496679412267,0.5028571224914008,-2.9912466205645183,상주시,경상북도
97,41410,0.49925419013611405,0.3266973873004628,0.5675968368631416,0.6020575752268632,0.4514787167983215,-14.866782660385399,군포시,경기도
98,26710,0.49918884993924273,0.2836083977327199,0.5670916332294431,0.4133659008073276,0.5780394354192196,12.23940099025564,기장군,부산광역시
