model,trial,value,best_so_far
RF,64,0.27722491446063763,0.2929527197062463
RF,65,0.2877014964980639,0.2929527197062463
RF,66,0.2973595811934445,0.2973595811934445
RF,67,0.2866773224678833,0.2973595811934445
RF,68,0.21777456865134237,0.2973595811934445
RF,69,0.2626875957051372,0.2973595811934445
RF,70,0.23018612172239614,0.2973595811934445
RF,71,0.2891095118188863,0.2973595811934445
RF,72,0.29688356339407757,0.2973595811934445
RF,73,0.2898779818584403,0.2973595811934445
RF,74,0.2917454601727915,0.2973595811934445
RF,75,0.29755067918038386,0.29755067918038386
RF,76,0.2974526002692999,0.29755067918038386
RF,77,0.20595996833016036,0.29755067918038386
RF,78,0.2992772262483149,0.2992772262483149
RF,79,0.3002159425127643,0.3002159425127643
GB,0,0.12836093593658224,0.12836093593658224
GB,1,0.21173068650266202,0.21173068650266202
GB,2,0.12186155573837532,0.21173068650266202
GB,3,0.18127306420581354,0.21173068650266202
GB,4,0.21559899861214918,0.21559899861214918
GB,5,0.2255246254854862,0.2255246254854862
GB,6,0.08137911212725928,0.2255246254854862
GB,7,0.27220097740876587,0.27220097740876587
GB,8,0.18397616854348411,0.27220097740876587
GB,9,0.25977984411301625,0.27220097740876587
GB,10,0.23656448436623992,0.27220097740876587
GB,11,0.24234781432248395,0.27220097740876587
GB,12,0.262538558409727,0.27220097740876587
GB,13,0.2544554576077978,0.27220097740876587
GB,14,0.2552941071367684,0.27220097740876587
GB,15,0.2762467129840522,0.2762467129840522
GB,16,0.2493036291574495,0.2762467129840522
GB,17,0.22639315632376192,0.2762467129840522
GB,18,0.1923021535803188,0.2762467129840522
GB,19,0.2772552799964013,0.2772552799964013
GB,20,0.2596523617371014,0.2772552799964013
GB,21,0.2500693602502545,0.2772552799964013
GB,22,0.25656909680150897,0.2772552799964013
GB,23,0.27039010627759674,0.2772552799964013
GB,24,0.2676210010372202,0.2772552799964013
GB,25,0.21078500291982594,0.2772552799964013
GB,26,0.251876294950437,0.2772552799964013
GB,27,0.176152521831946,0.2772552799964013
GB,28,0.2277328381460456,0.2772552799964013
GB,29,0.2609114398996808,0.2772552799964013
GB,30,0.26274320770286475,0.2772552799964013
GB,31,0.2800623195189371,0.2800623195189371
GB,32,0.26842481628734877,0.2800623195189371
GB,33,0.2660943120561991,0.2800623195189371
GB,34,0.24135707652261296,0.2800623195189371
GB,35,0.25807774141464696,0.2800623195189371
GB,36,0.28993871339356214,0.28993871339356214
GB,37,0.2697319053467301,0.28993871339356214
GB,38,0.2650461119713849,0.28993871339356214
GB,39,0.24613221106337702,0.28993871339356214
GB,40,0.269139329328394,0.28993871339356214
GB,41,0.2781646406185251,0.28993871339356214
GB,42,0.28318385518508604,0.28993871339356214
GB,43,0.2673969717096122,0.28993871339356214
GB,44,0.26693831741951907,0.28993871339356214
GB,45,0.2565010637220682,0.28993871339356214
GB,46,0.12790816126594295,0.28993871339356214
GB,47,0.28285597443367033,0.28993871339356214
GB,48,0.27434668850933175,0.28993871339356214
GB,49,0.2514916900522911,0.28993871339356214
GB,50,0.2727316487810266,0.28993871339356214
GB,51,0.2583559273213368,0.28993871339356214
GB,52,0.27475290699704086,0.28993871339356214
GB,53,0.2838897776354578,0.28993871339356214
GB,54,0.2808481261654317,0.28993871339356214
GB,55,0.2561688326277507,0.28993871339356214
GB,56,0.2803546767353201,0.28993871339356214
GB,57,0.2780549697712932,0.28993871339356214
GB,58,0.28155445226168857,0.28993871339356214
GB,59,0.17436036515244321,0.28993871339356214
GB,60,0.24674594170506814,0.28993871339356214
GB,61,0.2824012913170884,0.28993871339356214
GB,62,0.26873279378996506,0.28993871339356214
GB,63,0.27699499357570584,0.28993871339356214
GB,64,0.27131454822439344,0.28993871339356214
GB,65,0.2895023472708206,0.28993871339356214
GB,66,0.2817605022326352,0.28993871339356214
GB,67,0.27991034604393733,0.28993871339356214
GB,68,0.26287556710395343,0.28993871339356214
GB,69,0.26394773724439674,0.28993871339356214
GB,70,0.2717710869860977,0.28993871339356214
GB,71,0.26798842041297233,0.28993871339356214
GB,72,0.28120647637152185,0.28993871339356214
GB,73,0.2518217389566467,0.28993871339356214
GB,74,0.2696347500327382,0.28993871339356214
GB,75,0.27362432467281766,0.28993871339356214
GB,76,0.27188215006537647,0.28993871339356214
GB,77,0.24688178092773116,0.28993871339356214
GB,78,0.2652616468269193,0.28993871339356214
GB,79,0.2672491752337208,0.28993871339356214
XGB,0,0.22527747401567857,0.22527747401567857
XGB,1,0.26240011897243637,0.26240011897243637
XGB,2,0.2757758572899019,0.2757758572899019
XGB,3,0.24401629385921986,0.2757758572899019
XGB,4,0.17844489568952396,0.2757758572899019
XGB,5,0.198032728329365,0.2757758572899019
XGB,6,0.32719022157452343,0.32719022157452343
XGB,7,0.2831041913028612,0.32719022157452343
XGB,8,0.24958696636481895,0.32719022157452343
XGB,9,0.2235803627821286,0.32719022157452343
XGB,10,0.24571576016609417,0.32719022157452343
XGB,11,0.3073485895924779,0.32719022157452343
XGB,12,0.269072729918144,0.32719022157452343
XGB,13,0.32274324099481394,0.32719022157452343
XGB,14,0.28599209722532926,0.32719022157452343
XGB,15,0.33077898435346387,0.33077898435346387
XGB,16,0.3165253984442961,0.33077898435346387
XGB,17,0.22718635989905056,0.33077898435346387
XGB,18,0.30005933314367167,0.33077898435346387
XGB,19,0.2703489099851479,0.33077898435346387
XGB,20,0.3365186581686391,0.3365186581686391
XGB,21,0.337500368522827,0.337500368522827
XGB,22,0.3378261086837188,0.3378261086837188
XGB,23,0.32792214369263645,0.3378261086837188
XGB,24,0.33198559949642303,0.3378261086837188
XGB,25,0.31244673919034555,0.3378261086837188
XGB,26,0.30398613246360134,0.3378261086837188
XGB,27,0.276089454952848,0.3378261086837188
XGB,28,0.3287362671656479,0.3378261086837188
XGB,29,0.33100702987874736,0.3378261086837188
XGB,30,0.3351891970753802,0.3378261086837188
XGB,31,0.33704434237452263,0.3378261086837188
XGB,32,0.3308646781917356,0.3378261086837188
XGB,33,0.33762424416892595,0.3378261086837188
